,maturity,looptijd_jaar,rente,begin_prijs
0,2022-12-07,0.010958904109589041,-0.23981616957208352,3992.9421052631574
1,2022-12-14,0.030136986301369864,-0.017459520624775942,3983.3184210526315
2,2023-01-03,0.08493150684931507,0.025784260214778927,3893.6218749999994
3,2023-02-17,0.20821917808219179,0.05082197244271046,3913.081578947368
